Hour,Temperature,Forecast,Rain,Rain_rate,Cloud_rate,Pressure,Wind,Gust,Day,Month,Year,Weather
6,22.0,25.0,0.0,0.0,0.0,1014.0,7.0,8.0,7,2,2020,Clear
9,27.0,28.0,0.0,0.0,0.0,1015.0,9.0,15.0,7,2,2020,Clear
12,33.0,34.0,0.0,0.0,0.0,1014.0,7.0,14.0,7,2,2020,Clear
15,35.0,35.0,0.0,0.0,0.03,1011.0,8.0,13.0,7,2,2020,Clear
18,31.0,33.0,0.0,0.0,0.01,1011.0,15.0,20.0,7,2,2020,Clear
21,27.0,29.0,0.0,0.0,0.0,1012.0,15.0,20.0,7,2,2020,Clear
0,26.0,29.0,0.0,0.0,0.0,1013.0,7.0,8.0,8,2,2020,Clear
3,24.0,26.0,0.0,0.0,0.0,1013.0,7.0,8.0,8,2,2020,Clear
6,23.0,25.0,0.0,0.0,0.03,1013.0,12.0,15.0,8,2,2020,Clear
9,27.0,28.0,0.0,0.0,0.08,1014.0,14.0,17.0,8,2,2020,Clear
12,33.0,34.0,0.0,0.0,0.11,1013.0,9.0,18.0,8,2,2020,Clear
15,34.0,35.0,0.0,0.0,0.16,1010.0,11.0,17.0,8,2,2020,Clear
18,32.0,36.0,0.0,0.0,0.19,1010.0,11.0,15.0,8,2,2020,Clear
21,28.0,31.0,0.0,0.0,0.18,1012.0,9.0,13.0,8,2,2020,Clear
0,27.0,28.0,0.0,0.0,0.21,1013.0,9.0,13.0,9,2,2020,Clear
3,26.0,27.0,0.0,0.0,0.28,1012.0,10.0,14.0,9,2,2020,Partly cloudy
6,25.0,26.0,0.0,0.0,0.47,1013.0,11.0,15.0,9,2,2020,Partly cloudy
9,26.0,27.0,0.0,0.0,0.8,1015.0,9.0,12.0,9,2,2020,Cloudy
12,27.0,29.0,0.1,1.0,0.9,1014.0,5.0,12.0,9,2,2020,Patchy rain possible
15,27.0,28.0,0.2,1.0,0.84,1012.0,10.0,13.0,9,2,2020,Patchy rain possible
18,24.0,26.0,0.1,1.0,0.86,1013.0,10.0,19.0,9,2,2020,Patchy rain possible
21,23.0,25.0,0.0,0.0,0.63,1014.0,11.0,15.0,9,2,2020,Cloudy
0,24.0,26.0,0.0,0.0,0.45,1013.0,9.0,13.0,10,2,2020,Partly cloudy
3,24.0,25.0,0.0,0.0,0.38,1012.0,8.0,11.0,10,2,2020,Partly cloudy
6,24.0,25.0,0.0,0.0,0.43,1013.0,6.0,10.0,10,2,2020,Partly cloudy
9,28.0,29.0,0.0,0.0,0.45,1014.0,6.0,8.0,10,2,2020,Partly cloudy
12,32.0,33.0,0.0,0.0,0.45,1013.0,7.0,13.0,10,2,2020,Partly cloudy
15,31.0,32.0,0.0,0.0,0.49,1011.0,7.0,14.0,10,2,2020,Partly cloudy
18,29.0,30.0,0.0,0.0,0.47,1012.0,7.0,10.0,10,2,2020,Partly cloudy
21,27.0,29.0,0.0,0.0,0.33,1014.0,5.0,8.0,10,2,2020,Partly cloudy
0,26.0,27.0,0.0,0.0,0.4,1013.0,6.0,9.0,11,2,2020,Partly cloudy
3,25.0,26.0,0.0,0.0,0.37,1013.0,5.0,8.0,11,2,2020,Partly cloudy
6,25.0,26.0,0.0,0.0,0.42,1014.0,4.0,5.0,11,2,2020,Partly cloudy
9,29.0,31.0,0.0,0.0,0.43,1015.0,4.0,13.0,11,2,2020,Partly cloudy
12,34.0,36.0,0.0,0.0,0.49,1013.0,11.0,23.0,11,2,2020,Partly cloudy
15,34.0,36.0,0.0,0.0,0.34,1011.0,17.0,25.0,11,2,2020,Partly cloudy
18,30.0,32.0,0.0,0.0,0.17,1012.0,18.0,26.0,11,2,2020,Clear
21,27.0,29.0,0.0,0.0,0.12,1014.0,14.0,23.0,11,2,2020,Clear
0,28.0,30.0,0.0,0.0,0.15,1014.0,14.0,22.0,12,2,2020,Clear
3,26.0,27.0,0.0,0.0,0.2,1013.0,11.0,18.0,12,2,2020,Clear
6,26.0,27.0,0.0,0.0,0.22,1013.0,10.0,15.0,12,2,2020,Clear
9,31.0,33.0,0.0,0.0,0.15,1015.0,14.0,25.0,12,2,2020,Clear
12,34.0,37.0,0.0,0.0,0.16,1013.0,15.0,26.0,12,2,2020,Clear
15,35.0,37.0,0.0,0.0,0.12,1011.0,21.0,24.0,12,2,2020,Clear
18,32.0,35.0,0.0,0.0,0.05,1011.0,17.0,28.0,12,2,2020,Clear
21,28.0,30.0,0.0,0.0,0.05,1012.0,16.0,23.0,12,2,2020,Clear
0,27.0,30.0,0.0,0.0,0.04,1013.0,16.0,23.0,13,2,2020,Clear
3,25.0,27.0,0.0,0.0,0.06,1012.0,14.0,20.0,13,2,2020,Clear
6,25.0,27.0,0.0,0.0,0.09,1013.0,10.0,14.0,13,2,2020,Clear
9,30.0,32.0,0.0,0.0,0.09,1014.0,11.0,21.0,13,2,2020,Clear
12,35.0,37.0,0.0,0.0,0.28,1012.0,8.0,20.0,13,2,2020,Partly cloudy
15,35.0,37.0,0.0,0.0,0.24,1009.0,18.0,24.0,13,2,2020,Clear
18,30.0,35.0,0.0,0.0,0.09,1009.0,22.0,30.0,13,2,2020,Clear
21,28.0,32.0,0.0,0.0,0.09,1011.0,20.0,29.0,13,2,2020,Clear
0,25.0,27.0,0.0,0.0,0.16,1012.0,15.0,22.0,14,2,2020,Clear
3,24.0,26.0,0.0,0.0,0.48,1011.0,11.0,17.0,14,2,2020,Partly cloudy
6,24.0,26.0,0.0,0.0,0.46,1012.0,8.0,12.0,14,2,2020,Partly cloudy
9,29.0,31.0,0.0,0.0,0.2,1013.0,10.0,21.0,14,2,2020,Clear
12,34.0,36.0,0.0,0.0,0.13,1011.0,14.0,21.0,14,2,2020,Clear
15,33.0,35.0,0.0,0.0,0.07,1008.0,21.0,24.0,14,2,2020,Clear
18,30.0,33.0,0.0,0.0,0.05,1008.0,20.0,27.0,14,2,2020,Clear
21,26.0,28.0,0.0,0.0,0.04,1011.0,17.0,24.0,14,2,2020,Clear
0,25.0,27.0,0.0,0.0,0.03,1012.0,13.0,17.0,15,2,2020,Clear
3,24.0,26.0,0.0,0.0,0.11,1011.0,8.0,15.0,15,2,2020,Clear
6,24.0,26.0,0.0,0.0,0.16,1012.0,6.0,9.0,15,2,2020,Clear
9,29.0,31.0,0.0,0.0,0.13,1014.0,11.0,19.0,15,2,2020,Clear
12,34.0,37.0,0.0,0.0,0.12,1012.0,13.0,21.0,15,2,2020,Clear
15,34.0,37.0,0.0,0.0,0.1,1009.0,17.0,25.0,15,2,2020,Clear
18,30.0,32.0,0.0,0.0,0.09,1009.0,16.0,26.0,15,2,2020,Clear
21,27.0,30.0,0.0,0.0,0.12,1011.0,17.0,20.0,15,2,2020,Clear
0,25.0,27.0,0.0,0.0,0.18,1012.0,10.0,14.0,16,2,2020,Clear
3,25.0,27.0,0.0,0.0,0.25,1012.0,6.0,10.0,16,2,2020,Clear
6,25.0,28.0,0.0,0.0,0.16,1013.0,4.0,6.0,16,2,2020,Clear
9,29.0,32.0,0.0,0.0,0.11,1014.0,7.0,12.0,16,2,2020,Clear
12,34.0,37.0,0.0,0.0,0.34,1012.0,5.0,11.0,16,2,2020,Partly cloudy
15,34.0,37.0,0.0,0.0,0.29,1010.0,9.0,16.0,16,2,2020,Partly cloudy
18,32.0,38.0,0.0,0.0,0.15,1011.0,16.0,21.0,16,2,2020,Clear
21,28.0,32.0,0.0,0.0,0.34,1013.0,15.0,27.0,16,2,2020,Partly cloudy
0,28.0,31.0,0.0,0.0,0.48,1013.0,16.0,24.0,17,2,2020,Partly cloudy
3,27.0,29.0,0.0,0.0,0.51,1013.0,11.0,16.0,17,2,2020,Partly cloudy
6,26.0,28.0,0.0,0.0,0.44,1013.0,10.0,13.0,17,2,2020,Partly cloudy
9,30.0,33.0,0.0,0.0,0.49,1014.0,11.0,19.0,17,2,2020,Partly cloudy
12,34.0,37.0,0.2,1.0,0.6,1013.0,6.0,16.0,17,2,2020,Patchy rain possible
15,33.0,36.0,0.2,1.0,0.76,1010.0,12.0,14.0,17,2,2020,Patchy rain possible
18,30.0,32.0,0.0,0.0,0.75,1011.0,11.0,23.0,17,2,2020,Cloudy
21,28.0,30.0,0.0,0.0,0.8,1013.0,15.0,22.0,17,2,2020,Cloudy
0,28.0,29.0,0.0,0.0,0.7,1014.0,7.0,9.0,18,2,2020,Cloudy
3,26.0,28.0,0.0,0.0,0.56,1013.0,6.0,8.0,18,2,2020,Partly cloudy
6,25.0,27.0,0.0,0.0,0.44,1014.0,8.0,10.0,18,2,2020,Partly cloudy
9,29.0,31.0,0.0,0.0,0.26,1015.0,5.0,11.0,18,2,2020,Partly cloudy
12,33.0,35.0,0.0,0.0,0.19,1013.0,4.0,14.0,18,2,2020,Clear
15,34.0,35.0,0.0,0.0,0.18,1010.0,8.0,14.0,18,2,2020,Clear
18,31.0,34.0,0.0,0.0,0.14,1011.0,14.0,18.0,18,2,2020,Clear
21,29.0,30.0,0.0,0.0,0.15,1013.0,9.0,12.0,18,2,2020,Clear
0,27.0,28.0,0.0,0.0,0.16,1014.0,6.0,9.0,19,2,2020,Clear
3,25.0,26.0,0.0,0.0,0.16,1014.0,4.0,5.0,19,2,2020,Clear
6,24.0,26.0,0.0,0.0,0.13,1015.0,5.0,6.0,19,2,2020,Clear
9,29.0,30.0,0.0,0.0,0.05,1016.0,5.0,11.0,19,2,2020,Clear
12,34.0,35.0,0.0,0.0,0.04,1014.0,4.0,10.0,19,2,2020,Clear
15,35.0,36.0,0.0,0.0,0.06,1011.0,7.0,12.0,19,2,2020,Clear
18,33.0,35.0,0.0,0.0,0.05,1011.0,17.0,23.0,19,2,2020,Clear
21,29.0,31.0,0.0,0.0,0.06,1013.0,16.0,23.0,19,2,2020,Clear
0,26.0,28.0,0.0,0.0,0.1,1014.0,8.0,10.0,20,2,2020,Clear
3,25.0,26.0,0.0,0.0,0.09,1013.0,5.0,7.0,20,2,2020,Clear
6,24.0,26.0,0.0,0.0,0.07,1014.0,6.0,8.0,20,2,2020,Clear
9,28.0,30.0,0.0,0.0,0.11,1015.0,4.0,11.0,20,2,2020,Clear
12,34.0,35.0,0.0,0.0,0.2,1014.0,3.0,11.0,20,2,2020,Clear
15,35.0,36.0,0.0,0.0,0.19,1011.0,9.0,14.0,20,2,2020,Clear
18,32.0,34.0,0.0,0.0,0.14,1011.0,12.0,22.0,20,2,2020,Clear
21,29.0,32.0,0.0,0.0,0.1,1013.0,15.0,22.0,20,2,2020,Clear
0,27.0,29.0,0.0,0.0,0.06,1015.0,9.0,13.0,21,2,2020,Clear
3,25.0,27.0,0.0,0.0,0.04,1014.0,6.0,8.0,21,2,2020,Clear
6,25.0,26.0,0.0,0.0,0.04,1015.0,7.0,8.0,21,2,2020,Clear
9,29.0,30.0,0.0,0.0,0.04,1016.0,5.0,15.0,21,2,2020,Clear
12,34.0,35.0,0.0,0.0,0.08,1014.0,5.0,15.0,21,2,2020,Clear
15,35.0,36.0,0.0,0.0,0.1,1012.0,14.0,21.0,21,2,2020,Clear
18,33.0,35.0,0.0,0.0,0.11,1012.0,12.0,19.0,21,2,2020,Clear
21,29.0,31.0,0.0,0.0,0.1,1015.0,12.0,16.0,21,2,2020,Clear
0,27.0,28.0,0.0,0.0,0.07,1016.0,7.0,9.0,22,2,2020,Clear
3,25.0,27.0,0.0,0.0,0.03,1015.0,6.0,8.0,22,2,2020,Clear
6,23.0,25.0,0.0,0.0,0.01,1017.0,7.0,8.0,22,2,2020,Clear
9,28.0,29.0,0.0,0.0,0.01,1018.0,10.0,17.0,22,2,2020,Clear
12,33.0,33.0,0.0,0.0,0.08,1015.0,12.0,14.0,22,2,2020,Clear
15,35.0,35.0,0.0,0.0,0.13,1012.0,11.0,21.0,22,2,2020,Clear
18,32.0,35.0,0.0,0.0,0.25,1012.0,13.0,17.0,22,2,2020,Partly cloudy
21,29.0,31.0,0.0,0.0,0.15,1015.0,9.0,12.0,22,2,2020,Clear
0,26.0,27.0,0.0,0.0,0.24,1015.0,6.0,10.0,23,2,2020,Clear
3,25.0,26.0,0.0,0.0,0.22,1015.0,8.0,12.0,23,2,2020,Clear
6,24.0,25.0,0.0,0.0,0.11,1015.0,10.0,14.0,23,2,2020,Clear
9,29.0,30.0,0.0,0.0,0.05,1016.0,9.0,17.0,23,2,2020,Clear
12,34.0,34.0,0.0,0.0,0.04,1014.0,8.0,16.0,23,2,2020,Clear
15,35.0,35.0,0.0,0.0,0.05,1011.0,8.0,14.0,23,2,2020,Clear
18,33.0,34.0,0.0,0.0,0.05,1011.0,18.0,26.0,23,2,2020,Clear
21,29.0,31.0,0.0,0.0,0.05,1013.0,13.0,19.0,23,2,2020,Clear
0,26.0,28.0,0.0,0.0,0.26,1014.0,6.0,10.0,24,2,2020,Partly cloudy
3,24.0,26.0,0.0,0.0,0.09,1013.0,4.0,6.0,24,2,2020,Clear
6,24.0,25.0,0.0,0.0,0.05,1013.0,3.0,4.0,24,2,2020,Clear
9,29.0,29.0,0.0,0.0,0.04,1015.0,5.0,6.0,24,2,2020,Clear
12,34.0,34.0,0.0,0.0,0.04,1012.0,5.0,11.0,24,2,2020,Clear
15,35.0,35.0,0.0,0.0,0.05,1009.0,7.0,12.0,24,2,2020,Clear
18,31.0,33.0,0.0,0.0,0.05,1010.0,18.0,25.0,24,2,2020,Clear
21,27.0,29.0,0.0,0.0,0.03,1012.0,16.0,26.0,24,2,2020,Clear
0,27.0,29.0,0.0,0.0,0.05,1012.0,13.0,19.0,25,2,2020,Clear
3,26.0,27.0,0.0,0.0,0.05,1011.0,9.0,12.0,25,2,2020,Clear
6,25.0,26.0,0.0,0.0,0.05,1012.0,11.0,14.0,25,2,2020,Clear
9,29.0,30.0,0.0,0.0,0.06,1013.0,12.0,15.0,25,2,2020,Clear
12,34.0,35.0,0.0,0.0,0.14,1011.0,8.0,14.0,25,2,2020,Clear
15,34.0,36.0,0.0,0.0,0.18,1008.0,7.0,14.0,25,2,2020,Clear
18,32.0,35.0,0.0,0.0,0.12,1009.0,15.0,23.0,25,2,2020,Clear
21,29.0,31.0,0.0,0.0,0.06,1011.0,17.0,26.0,25,2,2020,Clear
0,28.0,30.0,0.0,0.0,0.1,1012.0,16.0,24.0,26,2,2020,Clear
3,26.0,28.0,0.0,0.0,0.11,1011.0,10.0,15.0,26,2,2020,Clear
6,25.0,27.0,0.0,0.0,0.11,1012.0,10.0,13.0,26,2,2020,Clear
9,30.0,31.0,0.0,0.0,0.09,1013.0,12.0,14.0,26,2,2020,Clear
12,35.0,37.0,0.0,0.0,0.21,1011.0,10.0,18.0,26,2,2020,Clear
15,35.0,37.0,0.0,0.0,0.17,1009.0,9.0,16.0,26,2,2020,Clear
18,33.0,36.0,0.0,0.0,0.08,1009.0,17.0,29.0,26,2,2020,Clear
21,29.0,30.0,0.0,0.0,0.11,1011.0,18.0,27.0,26,2,2020,Clear
0,27.0,28.0,0.0,0.0,0.14,1011.0,14.0,21.0,27,2,2020,Clear
3,26.0,27.0,0.0,0.0,0.17,1010.0,10.0,15.0,27,2,2020,Clear
6,26.0,27.0,0.0,0.0,0.13,1011.0,10.0,13.0,27,2,2020,Clear
9,30.0,32.0,0.0,0.0,0.08,1012.0,9.0,18.0,27,2,2020,Clear
12,35.0,36.0,0.0,0.0,0.11,1010.0,5.0,15.0,27,2,2020,Clear
15,35.0,36.0,0.0,0.0,0.11,1008.0,8.0,15.0,27,2,2020,Clear
18,32.0,35.0,0.0,0.0,0.08,1008.0,16.0,24.0,27,2,2020,Clear
21,29.0,32.0,0.0,0.0,0.1,1011.0,21.0,26.0,27,2,2020,Clear
0,27.0,29.0,0.0,0.0,0.1,1011.0,14.0,20.0,28,2,2020,Clear
3,25.0,26.0,0.0,0.0,0.11,1010.0,9.0,13.0,28,2,2020,Clear
6,25.0,26.0,0.0,0.0,0.12,1011.0,10.0,13.0,28,2,2020,Clear
9,29.0,31.0,0.0,0.0,0.11,1012.0,9.0,10.0,28,2,2020,Clear
12,34.0,35.0,0.0,0.0,0.13,1010.0,3.0,10.0,28,2,2020,Clear
15,34.0,35.0,0.0,0.0,0.13,1007.0,7.0,15.0,28,2,2020,Clear
18,32.0,34.0,0.0,0.0,0.07,1007.0,17.0,24.0,28,2,2020,Clear
21,28.0,29.0,0.0,0.0,0.06,1009.0,19.0,28.0,28,2,2020,Clear
0,26.0,28.0,0.0,0.0,0.03,1011.0,14.0,19.0,29,2,2020,Clear
3,26.0,27.0,0.0,0.0,0.03,1010.0,12.0,16.0,29,2,2020,Clear
6,25.0,27.0,0.0,0.0,0.03,1011.0,10.0,12.0,29,2,2020,Clear
9,30.0,31.0,0.0,0.0,0.03,1012.0,11.0,21.0,29,2,2020,Clear
12,35.0,36.0,0.0,0.0,0.08,1010.0,9.0,20.0,29,2,2020,Clear
15,34.0,36.0,0.0,0.0,0.12,1007.0,11.0,17.0,29,2,2020,Clear
18,31.0,35.0,0.0,0.0,0.07,1007.0,19.0,27.0,29,2,2020,Clear
21,28.0,32.0,0.0,0.0,0.04,1009.0,18.0,26.0,29,2,2020,Clear
0,26.0,28.0,0.0,0.0,0.06,1010.0,14.0,20.0,1,3,2020,Clear
3,25.0,28.0,0.0,0.0,0.09,1010.0,9.0,13.0,1,3,2020,Clear
6,26.0,28.0,0.0,0.0,0.11,1011.0,6.0,12.0,1,3,2020,Clear
9,30.0,33.0,0.0,0.0,0.09,1012.0,8.0,17.0,1,3,2020,Clear
12,35.0,37.0,0.0,0.0,0.16,1010.0,7.0,15.0,1,3,2020,Clear
15,35.0,37.0,0.0,0.0,0.15,1007.0,10.0,18.0,1,3,2020,Clear
18,32.0,37.0,0.0,0.0,0.1,1008.0,17.0,24.0,1,3,2020,Clear
21,29.0,33.0,0.0,0.0,0.11,1010.0,18.0,26.0,1,3,2020,Clear
0,27.0,30.0,0.0,0.0,0.07,1011.0,17.0,24.0,2,3,2020,Clear
3,26.0,28.0,0.0,0.0,0.09,1010.0,13.0,18.0,2,3,2020,Clear
6,26.0,28.0,0.0,0.0,0.13,1011.0,10.0,19.0,2,3,2020,Clear
9,30.0,33.0,0.0,0.0,0.17,1012.0,12.0,23.0,2,3,2020,Clear
12,35.0,37.0,0.0,0.0,0.22,1010.0,12.0,23.0,2,3,2020,Clear
15,35.0,37.0,0.0,0.0,0.21,1008.0,13.0,21.0,2,3,2020,Clear
18,31.0,35.0,0.0,0.0,0.16,1008.0,16.0,28.0,2,3,2020,Clear
21,28.0,29.0,0.0,0.0,0.16,1010.0,19.0,27.0,2,3,2020,Clear
0,27.0,28.0,0.0,0.0,0.15,1011.0,13.0,19.0,3,3,2020,Clear
3,27.0,28.0,0.0,0.0,0.15,1010.0,10.0,19.0,3,3,2020,Clear
6,26.0,28.0,0.0,0.0,0.16,1011.0,10.0,17.0,3,3,2020,Clear
9,31.0,32.0,0.0,0.0,0.16,1012.0,10.0,21.0,3,3,2020,Clear
12,35.0,37.0,0.0,0.0,0.24,1010.0,8.0,19.0,3,3,2020,Clear
15,35.0,37.0,0.0,0.0,0.21,1007.0,15.0,18.0,3,3,2020,Clear
18,31.0,35.0,0.0,0.0,0.13,1008.0,16.0,28.0,3,3,2020,Clear
21,28.0,31.0,0.0,0.0,0.11,1010.0,21.0,30.0,3,3,2020,Clear
0,26.0,28.0,0.0,0.0,0.13,1011.0,15.0,23.0,4,3,2020,Clear
3,26.0,27.0,0.0,0.0,0.14,1010.0,10.0,19.0,4,3,2020,Clear
6,26.0,27.0,0.0,0.0,0.15,1011.0,9.0,11.0,4,3,2020,Clear
9,30.0,32.0,0.0,0.0,0.16,1012.0,10.0,21.0,4,3,2020,Clear
12,34.0,37.0,0.0,0.0,0.34,1010.0,6.0,17.0,4,3,2020,Partly cloudy
15,33.0,36.0,0.0,0.0,0.29,1008.0,12.0,21.0,4,3,2020,Partly cloudy
18,30.0,34.0,0.0,0.0,0.15,1008.0,16.0,31.0,4,3,2020,Clear
21,27.0,29.0,0.0,0.0,0.18,1011.0,14.0,26.0,4,3,2020,Clear
0,26.0,28.0,0.0,0.0,0.15,1011.0,14.0,20.0,5,3,2020,Clear
3,25.0,27.0,0.0,0.0,0.16,1010.0,11.0,16.0,5,3,2020,Clear
6,25.0,27.0,0.0,0.0,0.18,1012.0,9.0,17.0,5,3,2020,Clear
9,30.0,32.0,0.0,0.0,0.36,1013.0,9.0,21.0,5,3,2020,Partly cloudy
12,34.0,37.0,0.0,0.0,0.59,1011.0,4.0,17.0,5,3,2020,Partly cloudy
15,34.0,36.0,0.0,0.0,0.5,1008.0,13.0,21.0,5,3,2020,Partly cloudy
18,31.0,35.0,0.0,0.0,0.31,1009.0,19.0,26.0,5,3,2020,Partly cloudy
21,27.0,30.0,0.0,0.0,0.21,1011.0,19.0,27.0,5,3,2020,Clear
0,26.0,28.0,0.0,0.0,0.36,1013.0,15.0,23.0,6,3,2020,Partly cloudy
3,25.0,27.0,0.0,0.0,0.45,1012.0,13.0,20.0,6,3,2020,Partly cloudy
6,26.0,27.0,0.0,0.0,0.62,1013.0,12.0,17.0,6,3,2020,Cloudy
9,30.0,32.0,0.0,0.0,0.9,1014.0,13.0,23.0,6,3,2020,Overcast
12,33.0,35.0,0.0,0.0,0.72,1012.0,10.0,19.0,6,3,2020,Cloudy
15,32.0,34.0,0.0,0.0,0.5,1010.0,10.0,17.0,6,3,2020,Partly cloudy
18,31.0,34.0,0.0,0.0,0.26,1010.0,14.0,24.0,6,3,2020,Partly cloudy
21,27.0,29.0,0.0,0.0,0.14,1012.0,15.0,22.0,6,3,2020,Clear
0,25.0,27.0,0.0,0.0,0.14,1013.0,15.0,22.0,7,3,2020,Clear
3,25.0,27.0,0.0,0.0,0.22,1013.0,12.0,17.0,7,3,2020,Clear
6,25.0,27.0,0.0,0.0,0.29,1013.0,8.0,10.0,7,3,2020,Partly cloudy
9,30.0,32.0,0.0,0.0,0.16,1014.0,5.0,12.0,7,3,2020,Clear
12,34.0,37.0,0.0,0.0,0.13,1012.0,6.0,15.0,7,3,2020,Clear
15,34.0,38.0,0.2,1.0,0.75,1009.0,8.0,15.0,7,3,2020,Patchy rain possible
18,32.0,39.0,0.0,0.0,0.13,1009.0,16.0,22.0,7,3,2020,Clear
21,30.0,36.0,0.0,0.0,0.11,1012.0,14.0,19.0,7,3,2020,Clear
0,26.0,30.0,0.0,0.0,0.22,1012.0,11.0,15.0,8,3,2020,Clear
3,25.0,27.0,0.0,0.0,0.31,1011.0,8.0,11.0,8,3,2020,Partly cloudy
6,25.0,27.0,0.0,0.0,0.28,1012.0,7.0,9.0,8,3,2020,Partly cloudy
9,30.0,33.0,0.0,0.0,0.14,1012.0,6.0,8.0,8,3,2020,Clear
12,34.0,38.0,0.0,0.0,0.21,1010.0,6.0,12.0,8,3,2020,Clear
15,35.0,39.0,0.0,0.0,0.22,1007.0,9.0,11.0,8,3,2020,Clear
18,34.0,40.0,0.0,0.0,0.19,1007.0,12.0,15.0,8,3,2020,Clear
21,30.0,36.0,0.0,0.0,0.15,1009.0,15.0,21.0,8,3,2020,Clear
0,27.0,31.0,0.0,0.0,0.3,1009.0,12.0,17.0,9,3,2020,Partly cloudy
3,25.0,27.0,0.0,0.0,0.72,1008.0,10.0,15.0,9,3,2020,Cloudy
6,25.0,28.0,0.0,0.0,0.64,1009.0,8.0,10.0,9,3,2020,Cloudy
9,30.0,34.0,0.1,1.0,0.54,1010.0,8.0,14.0,9,3,2020,Patchy rain possible
12,34.0,40.0,0.0,0.0,0.61,1008.0,8.0,15.0,9,3,2020,Cloudy
15,35.0,40.0,0.0,0.0,0.42,1005.0,13.0,20.0,9,3,2020,Partly cloudy
18,33.0,39.0,0.0,0.0,0.58,1006.0,14.0,24.0,9,3,2020,Partly cloudy
21,29.0,35.0,0.0,0.0,0.35,1008.0,14.0,21.0,9,3,2020,Partly cloudy
0,28.0,32.0,0.0,0.0,0.16,1009.0,13.0,18.0,10,3,2020,Clear
3,26.0,28.0,0.0,0.0,0.31,1008.0,10.0,14.0,10,3,2020,Partly cloudy
6,26.0,29.0,0.0,0.0,0.37,1009.0,9.0,12.0,10,3,2020,Partly cloudy
9,31.0,35.0,0.0,0.0,0.34,1011.0,10.0,12.0,10,3,2020,Partly cloudy
12,34.0,39.0,0.0,0.0,0.42,1009.0,6.0,11.0,10,3,2020,Partly cloudy
15,35.0,41.0,0.0,0.0,0.31,1007.0,9.0,18.0,10,3,2020,Partly cloudy
18,33.0,40.0,0.0,0.0,0.16,1007.0,14.0,21.0,10,3,2020,Clear
21,30.0,37.0,0.0,0.0,0.56,1010.0,12.0,19.0,10,3,2020,Partly cloudy
0,27.0,31.0,0.0,0.0,0.68,1011.0,12.0,17.0,11,3,2020,Cloudy
3,26.0,29.0,0.0,0.0,0.89,1010.0,11.0,15.0,11,3,2020,Overcast
6,26.0,29.0,0.0,0.0,0.94,1011.0,14.0,19.0,11,3,2020,Overcast
9,30.0,33.0,0.0,0.0,0.68,1013.0,15.0,18.0,11,3,2020,Cloudy
12,33.0,37.0,0.2,1.0,0.75,1012.0,11.0,20.0,11,3,2020,Patchy rain possible
15,33.0,37.0,0.0,0.0,0.18,1009.0,18.0,26.0,11,3,2020,Clear
18,31.0,35.0,0.0,0.0,0.13,1010.0,20.0,27.0,11,3,2020,Clear
21,28.0,31.0,0.0,0.0,0.12,1011.0,15.0,22.0,11,3,2020,Clear
0,27.0,28.0,0.0,0.0,0.18,1012.0,14.0,21.0,12,3,2020,Clear
3,26.0,28.0,0.0,0.0,0.19,1011.0,12.0,19.0,12,3,2020,Clear
6,25.0,27.0,0.0,0.0,0.17,1012.0,8.0,11.0,12,3,2020,Clear
9,31.0,33.0,0.0,0.0,0.09,1013.0,10.0,19.0,12,3,2020,Clear
12,36.0,38.0,0.0,0.0,0.07,1011.0,12.0,21.0,12,3,2020,Clear
15,36.0,38.0,0.0,0.0,0.08,1009.0,17.0,25.0,12,3,2020,Clear
18,32.0,37.0,0.0,0.0,0.06,1010.0,19.0,30.0,12,3,2020,Clear
21,29.0,34.0,0.0,0.0,0.06,1012.0,16.0,25.0,12,3,2020,Clear
0,27.0,30.0,0.0,0.0,0.1,1013.0,14.0,20.0,13,3,2020,Clear
3,26.0,28.0,0.0,0.0,0.12,1012.0,13.0,19.0,13,3,2020,Clear
6,27.0,29.0,0.0,0.0,0.14,1013.0,9.0,12.0,13,3,2020,Clear
9,31.0,34.0,0.0,0.0,0.12,1014.0,10.0,21.0,13,3,2020,Clear
12,36.0,39.0,0.0,0.0,0.13,1012.0,8.0,19.0,13,3,2020,Clear
15,36.0,39.0,0.0,0.0,0.09,1009.0,14.0,22.0,13,3,2020,Clear
18,32.0,37.0,0.0,0.0,0.06,1009.0,20.0,31.0,13,3,2020,Clear
21,30.0,35.0,0.0,0.0,0.11,1012.0,17.0,26.0,13,3,2020,Clear
0,28.0,32.0,0.0,0.0,0.3,1013.0,17.0,24.0,14,3,2020,Partly cloudy
3,26.0,28.0,0.0,0.0,0.55,1012.0,12.0,18.0,14,3,2020,Partly cloudy
6,26.0,28.0,0.0,0.0,0.55,1013.0,14.0,18.0,14,3,2020,Partly cloudy
9,30.0,33.0,0.0,0.0,0.2,1014.0,15.0,26.0,14,3,2020,Clear
12,35.0,38.0,0.0,0.0,0.1,1011.0,12.0,21.0,14,3,2020,Clear
15,36.0,38.0,0.0,0.0,0.09,1008.0,17.0,26.0,14,3,2020,Clear
18,31.0,35.0,0.0,0.0,0.09,1009.0,20.0,33.0,14,3,2020,Clear
21,28.0,31.0,0.0,0.0,0.22,1011.0,18.0,32.0,14,3,2020,Clear
0,27.0,29.0,0.0,0.0,0.38,1012.0,18.0,28.0,15,3,2020,Partly cloudy
3,26.0,28.0,0.0,0.0,0.31,1011.0,18.0,28.0,15,3,2020,Partly cloudy
